datetime,author,body
1193645587327045633,MonsieurDream,"Lundi à 20h30 c'est mon émission Twitch ""301 vues"" en direct sur @LeStreamFR ! Mes invitées seront @AudreyPirault &amp;… https://t.co/oLCVP0Nu4X"
1193591384525152257,MonsieurDream,@NivellenFanger @izneoBD Love Hina
1193472125220380672,MonsieurDream,@Panthaa Imagine le gars il joue 44h au lieu des « 45h pour se faire un avis » il passe à côté du jeu 😂
1193097058204495873,MonsieurDream,@thibautrsst @VinceBrunner @metronomy @TopoRevue @becausemusic Il faut que je lise ça ! 🎵
1193096611297157120,MonsieurDream,"RT @Baptiste_Lorber: Nouvelle vidéo, on détourne le copain @MonsieurDream :) https://t.co/EyvgKo9E4d"
1193096556519600130,MonsieurDream,RT @F_Descraques: Où on parle de notre passion commune pour le Japon et les situations gênantes. Avec @MonsieurDream et @YacineBelhousse…
1192799585816731648,MonsieurDream,RT @CyrusNorth: Je rebondis sur la vidéo de @Frederic_Molas pour vous repartager ma vidéo de Février dernier si vous ne l'avez pas vu : You…
1192775637653696517,MonsieurDream,RT @pierrelapin: Bah nique toi Adrien ! https://t.co/Byevhi6rRm
1192521751269429248,MonsieurDream,"RT @dianeroudeix: La façon dont @Pommeofficial se révèle avec ce 2ème album est à la fois inspirante et émouvante. Ecoutez-la, allez-la voi…"
1192144963003400192,MonsieurDream,"RT @Nato_o: « SWIPE » nouveau clip dispo sur ma chaîne. Ça parle d’appli de rencontre toussa toussa...📱➡️❤️❓
https://t.co/7wf9tuysZt https:…"
1192131327266557954,MonsieurDream,"@Izura @LeStreamFR @Ludovik Mmm non Luciole sera là, semaine prochaine c’est @AudreyPirault et @Pommeofficial 💃"
1192039321492238336,MonsieurDream,@JHONRACHID Meilleure promo 😂
1192037220695322624,MonsieurDream,"Exceptionnellement CE SOIRE 20h c'est mon émission Twitch ""301 vues"" en direct sur @LeStreamFR ! Mon invité sera...… https://t.co/9M14T5RiXe"
1192021983971680256,MonsieurDream,RT @pvnova: Parfois les mots manquent pour définir et partager les émotions que nous traversons. J’ai donc essayé de les exprimer avec de l…
1192003780847525888,MonsieurDream,RT @Ra_GarVal: Nouveau gif préféré. https://t.co/hn3SZ3TDng
1191782464244633600,MonsieurDream,@blackjak231 @F_Descraques @YacineBelhousse Ça arrive 🤓
1191738547818160129,MonsieurDream,"Chui très content de cette émission avec @F_Descraques &amp; @YacineBelhousse et un invité surprise 🎹
https://t.co/P01VjaxDDu"
1191394016102952960,MonsieurDream,"@Seizahime @Kurokawa @Lapindicite_ (bon, ça parle plutôt de voyage mais bon pika pika quand même)"
1191370151129694208,MonsieurDream,@TomliTV Toi tu fais ça que pour les chiffres ça se voit.
1191369519350112256,MonsieurDream,RT @HSesports: Congratulations #VKLiooon!! https://t.co/bFWOiMFT98
1191054339441385472,MonsieurDream,"Il n’y aura pas d’émission 301 vues lundi soir, exceptionnellement l’émission est décalée à MERCREDI 20h !
Un indic… https://t.co/lICf41QYcI"
1190347757208449024,MonsieurDream,"RT @Baptiste_Lorber: Vidéo un peu spéciale sur notre chaîne, on a BESOIN DE VOUS !!! https://t.co/QsIw0rYhqH !!!"
1189847246461952005,MonsieurDream,@ssshuckle @LamHua Voilà pourquoi je joue Akuma
1189528963321942017,MonsieurDream,"RT @Mectoob: Youpi un nouvel épisode de LA BAGARRE !!! Gros fight avec @MonsieurDream , merci à @JulienJosselin et @Canupote pour le 2 Vs 2…"
1189503486729375745,MonsieurDream,"RT @libe: Stand-up : Yacine Belhousse, fantaisiste chevronné https://t.co/IIyl1W7qKj https://t.co/OARcmXaLRH"
1188899474116136960,MonsieurDream,"L’émission va commencer ! On va parler de... JAPOOON 🇯🇵 🍣 ⛩

&gt; https://t.co/hRMwiSHpjP https://t.co/RHGlO0eL5Y"
1188861288753041409,MonsieurDream,"RT @MrFloBer: NOUVEAU FLOODCAST - Le live au Bataclan est dispo ! Allez, à 800 RT, on en refait d'autres ! (après, même si y'a genre 12, on…"
1188763147664056320,MonsieurDream,@SkylosEz Ok j’avoue j’ai été à Poudlard.
1188547836713095169,MonsieurDream,"Lundi à 20h30 c'est mon émission Twitch ""301 vues"" en direct sur @LeStreamFR ! Mes invités seront @F_Descraques &amp;… https://t.co/iRsUOgpKmd"
1186957772405067777,MonsieurDream,@NetflixFR L'épisode avec les oiseaux était à chialer de rire 🦜 Hâte de voir !
1186957175786233858,MonsieurDream,@yannsan Quand tu deviens un amiibo.
1186955323283820545,MonsieurDream,C'est quoi les pires pubs diffusées en ce moment à la télévision ? 😏
1186571908973768705,MonsieurDream,@20hFrance2 @elodienelson Sympa les pompes.
1186555583954112513,MonsieurDream,J’ai rêvé que j’essayais d’éteindre un feu avec un extincteur qui lançait des flammes. Qui pour analyser mon subconscient ?
1186550946186383361,MonsieurDream,@LecordierB @lemondefr @VengeurMasK @Gastronogeek Très bel article ❤️
1186548880495788032,MonsieurDream,"RT @LecordierB: Ce matin dans le journal @lemondefr,  à l'occasion de l'ouverture de ma chaîne, merci  @VengeurMasK  !
@Gastronogeek
https:…"
1186418373594361857,MonsieurDream,"@Delski_Tost La création c’est aussi du partage 👍 et j’ai aussi commencé avec de la série audio, comme quoi 😅"
1186392493413294080,MonsieurDream,"RT @MisterVonline: Croyez en vos rêves. MERCI le Bataclan, merci Paris, merci la vie ❤️ https://t.co/FHYYOe1wQj"
1186349035885662208,MonsieurDream,"Yes c’est maintenant !

&gt; https://t.co/hRMwiSHpjP https://t.co/ij2qZFlkE5"
1186299374671974400,MonsieurDream,@F_Descraques @clubdeletoile Moi 🤓
1185959214058999813,MonsieurDream,"RT @shin___geki: 病院ノート（カラー版)

ノートと紙で作りました。 https://t.co/bDAnwcuoq4"
1185906323629789186,MonsieurDream,"Lundi à 20h30 c'est mon émission Twitch ""301 vues"" sur @LeStreamFR ! Mes invités seront @legrandjd &amp; @Cyril_mp4 🧔🏻… https://t.co/m4xIBnxReA"
1185251488454627328,MonsieurDream,@JHONRACHID C’est génial ce qu’il t’arrive 🤣
1185189133582340097,MonsieurDream,"@YouTubeSpacePar C'est possible d'avoir les noms de ceux qui ont répondu ""Yes !! 👍"" ?"
1185093555154575361,MonsieurDream,@Tars_HS @hearthstone_fr 😂
1185091201495683072,MonsieurDream,@KaraL_YT @AkimOmiri Il y a plein de gens créatifs sur la plateforme mais ils se font éclipser par des gens qui surfent sur les tendances.
1184827198840147969,MonsieurDream,@legrandjd « Pour le meilleur et pour le pire »
1184497755684769794,MonsieurDream,"RT @MaximeMusqua: Nouvelle vidéo avec @Loopsidernews !

Il a l’air gentil, mais j’ai pas envie d’aller dans l’octogone avec lui...
Je passe…"
1184401365956775936,MonsieurDream,@le_Parisien @MaximeMusqua C’est pour toi @Kekeflipnote
1184203335785693184,MonsieurDream,"RT @cavousf5: ✨ Insolite : 15 ans après le succès phénoménal de Femme Like U, @Beatricepirate reprend le titre de @KamarE47 à sa manière, e…"
1184202596908785665,MonsieurDream,@LisePressac Le plus simple est d’aller dans n’importe quel konbini du Japon.
1184157510330146818,MonsieurDream,@flvcp @clemglle 🤷‍♂️
